name,state,established,stamp_index,coordinates,latitude,longitude
HARVEYS LAKE,Pennsylvania,1949,0,True,41.3643029,-76.0598199
HATCHER,Georgia,1929,1,True,31.8148842,-85.0135388
HAWSTONE,Pennsylvania,1950,1,True,40.5917407,-77.5058257
HAWTHORNE,Florida,1950,0,True,29.5953489,-82.0874218
HAZELWOOD,Missouri,1958,0,True,38.7729303,-90.363881
HEADLIGHT,Georgia,1922,4,True,30.8154904,-82.7109695
HERMAN,Arkansas,1925,6,True,35.8536855,-90.8015041
HERMAN POND,Maine,1931,2,True,44.7828479,-68.9550403
HESPERIDES,Florida,1922,3,True,27.8841909,-81.4589626
HESSTON,Pennsylvania,1925,0,True,40.4201198,-78.108739
HIALEAH,Florida,1921,0,True,25.8248983,-80.2790343
HICKS,Arkansas,1930,1,True,35.9348021,-94.0488117
HIGDON,Georgia,1950,1,True,34.8964704,-84.4388144
HIGGINS BAY,New York,1938,1,True,43.407847,-74.5337607
HIGHGATE FALLS,Vermont,1936,3,True,44.9275434,-73.0498537
HIGHLAND CITY,Florida,1926,0,True,27.9678915,-81.8825102
HIGHLAND LAKES,New Jersey,1951,0,True,41.1838181,-74.4592422
HIGHLAND VIEW,Florida,1947,1,True,29.837986,-85.3157519
HIGHPINE,Maine,1921,2,True,43.3559179,-70.6539437
HILL,New Hampshire,1941,0,True,43.5200171,-71.7021021
HILLER,Pennsylvania,1923,0,True,40.0117605,-79.9013182
HILLWOOD,Alabama,1934,3,True,32.9254008,-86.3613643
HILOLO,Florida,1926,3,True,27.4492071,-80.7711705
HILTON HEAD ISLAND,South Carolina,1962,0,True,32.1632171,-80.766629
HIOTTS,South Carolina,1927,4,True,32.97878,-80.5445458
HITCHCOX,Tennessee,1935,1,True,35.5686775,-85.4141365
HOBAN HEIGHTS,Pennsylvania,1922,1,True,41.4720218,-75.8949198
HOBBS ISLAND,Alabama,1929,1,True,34.5370358,-86.5347122
HOCOMO,Missouri,1931,1,True,36.6147841,-92.0040413
HOLLYWOOD,Louisiana,1952,1,True,30.9504559,-91.4092805
HOLLYWOOD,Florida,1922,0,True,26.0136442,-80.1439564
HOLLYWOOD,South Carolina,1950,0,True,32.7337746,-80.2436841
HOLMES BEACH,Florida,1956,0,True,27.5055217,-82.7154233
HOLMWOOD,Louisiana,1922,3,True,30.1218751,-93.0884861
HOLOPAW,Florida,1922,1,True,28.1358492,-81.0761754
HOLY TRINITY,Alabama,1923,1,True,32.2207068,-85.0063188
HOMOSASSA SPRINGS,Florida,1927,0,True,28.7944817,-82.5743187
HOPE FARM,New York,1935,1,True,41.7328718,-73.6617948
HORESHOE BEACH,Florida,1948,0,True,29.4416435,-83.2861543
HOT SPRINGS NATIONAL PARK,Arkansas,1922,0,True,34.4644599,-93.0709162
HOWARD,Alabama,1927,3,True,33.8542745,-87.5675129
HOWELL,New Jersey,1974,0,True,40.1513519,-74.2285445
HOWEY IN THE HILLS,Florida,1928,0,True,28.712187,-81.7753149
HUBER,Georgia,1939,1,True,32.704308,-83.5562927
HULL,Massachusetts,1957,0,True,42.3042658,-70.9111578
HUNGERFORD,Pennsylvania,1926,1,True,39.756492,-76.6777488
HUNTER LAKE,New York,1936,1,True,41.889283,-74.7276529
HUTCHINSON,Pennsylvania,1946,0,True,40.2260457,-79.7314528
HUXFORD,Alabama,1928,0,True,31.2029518,-87.461651
HYBART,Alabama,1926,0,True,31.8265412,-87.3819355
HYDE VILLA,Pennsylvania,1925,5,True,40.376992,-75.929847
HYMEL,Louisiana,1921,1,True,30.0449232,-90.8467617
ILLAHAW,Florida,1923,2,True,28.0186312,-81.0311746
IMO,Arkansas,1930,1,True,35.7786886,-92.7507213
IMPERIAL,Missouri,1951,0,True,38.3674169,-90.3861251
INDIAN LAKE ESTATES,Florida,1957,0,True,27.8139151,-81.3784053
INDIAN ROCKS BEACH,Florida,1949,0,True,27.8827939,-82.8496022
INTERCESSION CITY,Florida,1936,0,True,28.2623461,-81.5085335
INTEROCEAN,Florida,1926,4,True,28.2619444,-81.5080556
IRONVILLE,Pennsylvania,1948,6,True,40.6575637,-78.2164012
ISABELLA,Pennsylvania,1929,0,True,39.9441183,-79.936566
ISHMAEL,Missouri,1929,1,True,37.8061571,-91.0568009
ISLAND PARK,New York,1925,0,True,40.6061923,-73.6551239
ISLIP TERRACE,New York,1922,0,True,40.7446857,-73.1936178
ISTOKPOGA,Florida,1924,4,True,27.4136502,-81.351183
ISTROUMA,Louisiana,1927,2,True,30.4843566,-91.1689961
ITHRA,Louisiana,1925,5,True,30.461302,-91.2748314
IVYTOWN,Tennessee,1926,1,True,36.4036766,-85.1519028
JACKSON,New Jersey,1960,0,True,40.1297374,-74.273848
JACKSONVILLE BEACH,Florida,1925,0,True,30.2869583,-81.4040695
JAFFREY,New Hampshire,1956,0,True,42.8132185,-72.0199141
JAFFREY CENTER,New Hampshire,1956,1,True,42.8278615,-72.0550811
JAMESTOWN,South Carolina,1923,0,True,33.2874465,-79.6962962
JAYWYE,Missouri,1941,1,True,36.4825621,-89.7011923
JEFFERSON ISLAND,Louisiana,1921,1,True,29.9727048,-91.9756768
JENSEN BEACH,Florida,1943,0,True,27.2330283,-80.2358803
JERICHO,South Carolina,1946,1,True,32.7590659,-80.3164889
JERSEY HOMESTEADS,New Jersey,1940,1,True,40.2201108,-74.4732073
JEWELL,New York,1921,1,True,43.2245132,-75.8065772
JIGGER,Louisiana,1933,0,True,32.0348788,-91.7456823
JIM THORPE,Pennsylvania,1954,0,True,40.8642699,-75.7369547
JOANNA,South Carolina,1948,0,True,34.4148532,-81.8112175
JOPPA,Tennessee,1933,1,True,36.2375849,-83.6151819
JORDAN,Alabama,1936,1,True,31.5048862,-88.2472334
JORDAN,Arkansas,1935,1,True,36.2322901,-92.1837655
JOSEPHTOWN,Pennsylvania,1931,4,True,40.6700659,-80.331174
JUNCTION CITY,Tennessee,1923,4,True,36.0381158,-88.2444874
KAUNEONGA LAKE,New York,1931,0,True,41.6857985,-74.8312104
KEARNY,New Jersey,1955,0,True,40.7711937,-74.1466205
KEISTERVILLE,Pennsylvania,1923,0,True,39.9635503,-79.7858931
KELONA,Mississippi,1923,3,True,31.9620978,-89.0089432
KELSEY CITY,Florida,1921,1,True,26.8003398,-80.0664305
KENDALL PARK,New Jersey,1964,0,True,40.4209391,-74.560711
KEY COLONY BEACH,Florida,1960,0,True,24.7216648,-81.0184122
KEY LARGO,Florida,1921,0,True,25.0993262,-80.436511
KEYSTONE HEIGHTS,Florida,1924,0,True,29.7866056,-82.0296888
KIAMESHA LAKE,New York,1938,0,True,41.6823356,-74.6622953
KILLINGTON,Vermont,1926,0,True,43.6662931,-72.8091188
KINGDOM CITY,Missouri,1970,0,True,38.9488454,-91.942331
KINGSBURY,Maine,1931,1,True,45.1194988,-69.6492194
KINZEL SPRINGS,Tennessee,1925,2,True,35.6870313,-83.7962854
KIRVEN,Alabama,1925,5,True,31.557105,-87.7522183
KITTLE,Arkansas,1921,3,True,36.2667336,-91.6281982
KNIGHT,Louisiana,1924,1,True,30.9154725,-93.4485028
KOLOLA SPRINGS,Mississippi,1928,1,True,33.6540046,-88.4089286
LA FRANCE,South Carolina,1928,0,True,34.6120507,-82.765139
LA MONTE,Missouri,1924,0,True,38.7737281,-93.424233
LADDS,Tennessee,1925,2,True,35.0106328,-85.5469086
LAFFERTY,Arkansas,1936,1,True,35.9142399,-91.8251453
LAGUNA BEACH,Florida,1946,1,True,30.2396463,-85.9241025
LAKE ARIEL,Pennsylvania,1927,0,True,41.454352,-75.3792755
LAKE CITY,Tennessee,1939,0,True,36.2194156,-84.1548186
LAKE CITY,Pennsylvania,1954,0,True,42.0138889,-80.3447222
LAKE ELMORE,Vermont,1944,0,True,44.5404077,-72.5232913
LAKE HAMILTON,Arkansas,1949,1,True,34.4245347,-93.0951795
LAKE HARBOR,Florida,1931,0,True,26.6934011,-80.8081057
LAKE HARMONY,Pennsylvania,1923,0,True,41.0606423,-75.5910219
LAKE HIAWATHA,New Jersey,1937,0,True,40.8769716,-74.3833755
LAKE ISTOKPOGA,Florida,1925,2,True,27.4433705,-81.2536807
LAKE LUZERNE,New York,1936,0,True,43.3165562,-73.8399214
LAKE LYNN,Pennsylvania,1927,0,True,39.7281338,-79.8606116
LAKE MINNEWASKA,New York,1947,1,True,41.7353712,-74.2162588
LAKE OZARK,Missouri,1932,0,True,38.1986436,-92.6387968
LAKE PANASOFFKEE,Florida,1963,0,True,28.7867538,-82.1276308
LAKE PARK,Florida,1939,1,True,26.7984775,-80.0711321
LAKE PEEKSKILL,New York,1933,0,True,41.3377486,-73.8792176
LAKELAND,Georgia,1925,0,True,31.0402551,-83.0748063
LAKEVIEW,Arkansas,1949,0,True,36.3692956,-92.5434158
LAKEVIEW HEIGHTS,Missouri,1932,1,True,38.2589155,-93.1563108
LAMINE,Missouri,1922,1,True,38.9466908,-92.8746354
LAMPE,Missouri,1940,0,True,36.5636755,-93.437964
LANARK VILLAGE,Florida,1956,0,True,29.8835413,-84.5957359
LAND O LAKES,Florida,1950,0,True,28.2341772,-82.4581264
LANFORD,South Carolina,1951,1,True,34.6334592,-81.974819
LANOKA HARBOR,New Jersey,1923,0,True,39.8532435,-74.1822476
LARTO,Louisiana,1928,0,True,31.3590681,-91.8948472
LAUREL GARDENS,Pennsylvania,1929,1,True,40.5275685,-80.025055
LAURELDALE,Pennsylvania,1923,1,True,40.3881487,-75.9179849
LAURENCE HARBOR,New Jersey,1924,1,True,40.4571528,-74.2477783
LEDBETTER,Tennessee,1933,1,True,35.9345104,-88.7292261
LEEDS,Maine,1980,0,True,44.3021939,-70.1180106
LEGLER,New Jersey,1923,3,True,40.0506712,-74.3348695
LEHIGH ACRES,Florida,1961,0,True,26.6042834,-81.6520583
LEMTURNER,Florida,1927,1,True,30.4407937,-81.6989881
LENA,Louisiana,1950,0,True,31.4604521,-92.7712626
LENNI,Pennsylvania,1967,0,True,39.8945842,-75.4475232
LEONIA,Florida,1944,1,True,30.9085166,-86.0249382
LESTER,Alabama,1938,0,True,34.9909168,-87.1536247
LEVITTOWN,New Jersey,1961,1,True,40.0278894,-74.8690542
LEVITTOWN,New York,1952,0,True,40.7213494,-73.5160392
LEVITTOWN,Pennsylvania,1958,0,True,40.1548266,-74.8541853
LEWIS CHAPEL,Tennessee,1922,1,True,35.340346,-85.3080177
LEXINGTON,Mississippi,1933,0,True,33.1140535,-90.0531824
LIBBIE,Arkansas,1921,4,True,35.456191,-91.950702
LIBERTY POINT,Florida,1922,5,True,26.8114513,-80.9861765
LIGUORI,Missouri,1948,0,True,38.3426341,-90.409047
LINCOLN,Massachusetts,1963,0,True,42.4241252,-71.3081989
LINCOLN PARK,Pennsylvania,1929,1,True,40.3148146,-75.9854914
LINDERS MILLS,Arkansas,1921,5,True,34.9931484,-90.5853829
LINWOOD,Pennsylvania,1923,1,True,39.8235279,-75.4229489
LOBECO,South Carolina,1925,0,True,32.5528044,-80.7443741
LOBOCCO,Alabama,1924,3,True,32.2890317,-87.8658461
LOCUST FORK,Alabama,1962,0,True,33.9046262,-86.6215467
LODGE CORNER,Arkansas,1945,1,True,34.300098,-91.5251248
LONGBOAT KEY,Florida,1958,0,True,27.4125417,-82.6589881
LORIDA,Florida,1937,0,True,27.4442089,-81.255497
LOST CORNER,Arkansas,1929,1,True,35.5717459,-92.8340563
LOVEJOY,Georgia,1950,0,True,33.4322866,-84.3190728
LOWRYS,South Carolina,1923,1,True,34.8040264,-81.2392529
LOXAHATCHEE,Florida,1925,0,True,26.6832229,-80.2771864
LUCASTON,New Jersey,1922,3,True,39.8184477,-74.9673885
LUCERNE-IN-MAINE,Maine,1926,2,True,44.6997951,-68.6005845
LUPTON CITY,Tennessee,1925,0,True,35.1056277,-85.2641242
LYMAN,South Carolina,1924,0,True,34.9481741,-82.1273312
LYNDEBOROUGH,New Hampshire,1984,0,True,42.8730653,-71.7775561
LYNNFIELD,Massachusetts,1957,0,True,42.5156509,-71.0039403
MAB,Louisiana,1936,3,True,30.8543597,-92.7626474
MACEDONIA,Alabama,1938,9,True,32.9549108,-85.4810634
MACKS,Arkansas,1939,1,True,35.6125793,-91.3626305
MADISON,Mississippi,1950,0,True,32.4590891,-90.1116203
MADISON COLLEGE,Tennessee,1936,1,True,36.2533868,-86.6833301
MAGIC SPRINGS,Arkansas,1926,1,True,35.8150776,-92.8590578
MAGNOLIA,Louisiana,1951,1,True,30.7429609,-90.9953813
MAGNOLIA TERMINAL,Alabama,1932,1,True,32.1151472,-87.6800052
MAJESTIC,Alabama,1928,3,True,33.7495458,-86.7605482
MANASQUAN PARK,New Jersey,1924,2,True,40.1001154,-74.0745825
MANCHESTER,Connecticut,1933,0,True,41.7994295,-72.515288
MANGATTAN,Florida,1926,2,True,27.5075391,-82.3187032
MANHATTAN,Florida,1926,2,True,27.5075391,-82.3187032
MANTACHIE,Mississippi,1936,0,True,34.3225416,-88.4883906
MAPAVILLE,Missouri,1949,0,True,38.2485079,-90.4848008
MAPLE PARK,Missouri,1922,2,True,39.1897253,-94.5082869
MAPLE RIDGE,Pennsylvania,1921,2,True,40.2109097,-78.9133577
MAPLECREST,New York,1921,0,True,42.2762765,-74.1867104
MARATHON SHORES,Florida,1955,0,True,24.7304471,-81.0339329
MARBLE FALLS,Arkansas,1934,0,True,36.1106225,-93.1239802
MARCO ISLAND,Florida,1994,0,True,25.9530973,-81.7224319
MARINELAND,Florida,1940,1,True,29.6688614,-81.213398
MARION HEIGHTS,Pennsylvania,1971,0,True,40.8052297,-76.4657878
MARSENA,Arkansas,1930,1,True,35.8803542,-92.7946114
MARSH CREEK,Missouri,1921,2,True,37.4172745,-90.4645621
MARTIN SPRINGS,Tennessee,1932,1,True,35.1667473,-85.789696
MARY D,Pennsylvania,1960,0,True,40.7598665,-76.0550861
MARYKNOLL,New York,1921,0,True,41.1788976,-73.8324816
MARYLAND HEIGHTS,Missouri,1925,0,True,38.7142794,-90.4421714
MASSAPEQUA PARK,New York,1934,0,True,40.6648027,-73.4530117
MASTIC,New York,1925,0,True,40.8050531,-72.8469102
MASTIC BEACH,New York,1930,0,True,40.7682217,-72.8520419
MAULDIN,Arkansas,1923,2,True,34.5939864,-93.6660272
MC CAYSVILLE,Georgia,1936,0,True,34.9860864,-84.3717825
MC CONNELLS,South Carolina,1951,0,True,34.8687483,-81.2275817
MC JESTER,Arkansas,1923,3,True,35.4739689,-91.8184762
MCAFEE,New Jersey,1924,0,True,41.173816,-74.5472319
MEAUX,Louisiana,1928,1,True,30.0207608,-92.1826264
MEDFORD,New York,1969,0,True,40.8063355,-73.0024139
MEEHAN,Mississippi,1950,1,True,32.3281996,-88.8664394
MEGARGEL,Alabama,1923,0,True,31.3798894,-87.4283194
MELTONIA,Mississippi,1927,1,True,33.602614,-90.8862121
MEMORIAL,Tennessee,1930,1,True,36.5970024,-85.7033082
MERIDALE,New York,1994,0,True,42.3670035,-74.9528888
MERMENTAU,Louisiana,1924,0,True,30.1885393,-92.5870829
MERRITT ISLAND,Florida,1935,0,True,28.387739,-80.707627
MEXICO,Maine,1923,0,True,44.5566429,-70.5431364
MEXICO BEACH,Florida,1956,0,True,29.9405934,-85.3928367
MIAMI BEACH,Florida,1999,0,True,25.7844687,-80.1324894
MIAMI SHORES,Florida,1926,1,True,25.8655503,-80.1932723
MIAMI SPRINGS,Florida,1930,0,True,25.8214179,-80.2836277
MIDDLESEX,New Jersey,1929,0,True,40.5788301,-74.5035003
MIDRIDGE,Missouri,1931,1,True,37.3353245,-91.2217981
MIDWAY,Arkansas,1948,0,True,36.3862264,-92.4672574
MIDWAY,Georgia,1938,0,True,31.8000559,-81.4206508
MILMONT PARK,Pennsylvania,1930,1,True,39.8842791,-75.3340777
MINISINK HILLS,Pennsylvania,1931,0,True,40.9986562,-75.1340761
MIQUON,Pennsylvania,1921,0,True,40.0594,-75.2654
MISSISSIPPI STATE,Mississippi,1973,0,True,33.4549384,-88.7861884
MITCHELL,Alabama,1950,1,True,32.2462551,-85.9377335
MODEL CITY,New York,1946,0,True,43.1850554,-78.9836545
MOFFAT,Alabama,1924,3,True,33.0531767,-87.1830524
MONTIER,Missouri,1924,0,True,36.9869985,-91.5754179
MOOSEHORN,Maine,1932,3,True,45.3856035,-70.7942403
MOOSELOOKMEGUNTIC,Maine,1936,2,True,44.9633873,-70.792847
MORNING STAR,Arkansas,1943,1,True,34.5009226,-93.0004548
MORNINGDALE,Massachusetts,1922,0,True,42.3170373,-71.757015
MORRIS,Georgia,1950,0,True,31.7943293,-84.9463146
MOUNT ARAB,New York,1922,2,True,44.1742274,-74.6012855
MOUNT LEBANON,Louisiana,1950,1,True,32.5037644,-93.0490508
MOUNT OLIVE,Alabama,1937,0,True,33.6709369,-86.8561047
MOUNT PERRIAN,Arkansas,1921,4,True,36.4833993,-92.8360044
MOUNT PLYMOUTH,Florida,1927,2,True,28.808048,-81.5331274
MOUNT SHERMAN,Arkansas,1934,1,True,36.0309099,-93.25629
MOUNT TABOR,New Jersey,1985,0,True,40.8733247,-74.4792998
MOUNTAIN DALE,Tennessee,1939,3,True,36.0412197,-82.4665264
MOUNTAIN HOME,Tennessee,1935,0,True,36.3096521,-82.3779387
MOUNTAIN PINE,Arkansas,1927,0,True,34.5731958,-93.1736913
MOUNTAIN VIEW,Georgia,1921,1,True,33.6417761,-84.3902038
MOVICO,Alabama,1928,3,True,31.0646228,-88.025555
MOZART,Arkansas,1926,1,True,35.8356313,-92.3179342
MUSE,Pennsylvania,1924,0,True,40.2927167,-80.2004056
MYRTLE GROVE,Florida,1935,1,True,30.4267914,-87.2876831
NARRAGANSETT,Rhode Island,1925,1,True,41.4311591,-71.4571069
NATIONAL GARDENS,Florida,1924,1,True,29.3324784,-81.1264474
NATIONS MILL,Missouri,1926,2,True,37.7131089,-90.1434497
NATRONA HEIGHT'S,Pennsylvania,1927,0,True,40.6225048,-79.7246366
NAVCO,Alabama,1921,1,True,30.629636,-88.1052777
NECK CITY,Missouri,1957,0,True,37.2554833,-94.4444158
NEONGWAH,Missouri,1927,2,True,38.0328116,-92.7926862
NEPTUNE BEACH,Florida,1940,0,True,30.311908,-81.3964734
NEW BETHLEHEM,Pennsylvania,1942,0,True,41.0019221,-79.3299224
NEW BLAINE,Arkansas,1923,0,True,35.2901696,-93.4153522
NEW ELLENTON,South Carolina,1963,0,True,33.4253552,-81.6851391
NEW JOHNSONVILLE,Tennessee,1955,0,True,36.0199327,-87.9674589
NEW ONE,Tennessee,1922,5,True,36.0381158,-88.2444874
NEW PHILADELPHIA,Pennsylvania,1951,0,True,40.7184954,-76.1167419
NEW SARPY,Louisiana,1937,0,True,29.9713154,-90.3903591
NEW SMYRNA BEACH,Florida,1937,0,True,29.012564,-80.939807
NEWRY,Maine,1953,0,True,44.4703319,-70.8320914
NITTAW,Florida,1934,4,True,27.9586333,-81.0031185
NOBLETON,Florida,1925,0,True,28.6482518,-82.2736135
NORCO,Louisiana,1930,0,True,30.0093826,-90.4088993
NORMAN,Arkansas,1925,0,True,34.4541946,-93.6788491
NORMANDY BEACH,New Jersey,1929,0,True,40.0022816,-74.0611029
NORRIS,Tennessee,1934,0,True,36.196656,-84.0707127
NORRIS,Alabama,1924,6,True,33.0531767,-87.1830524
NORTH  BERGEN,New Jersey,1936,0,True,40.7849911,-74.0328592
NORTH ALEXANDRIA,Tennessee,1923,2,True,36.1172796,-86.0277667
NORTH APOLLO,Pennsylvania,1931,0,True,40.59333,-79.5600249
NORTH HILLS,Pennsylvania,1931,1,True,40.1126101,-75.1696199
NORTH KINGSTOWN,Rhode Island,1957,0,True,41.5885344,-71.4594262
NORTH LITTLE ROCK,Arkansas,1933,0,True,34.7788517,-92.2700815
NORTH MERRICK,New York,1926,1,True,40.6912125,-73.5631827
NORTH MIAMI,Florida,1931,1,True,25.9083203,-80.1567893
NORTH MIAMI BEACH,Florida,1931,1,True,25.9275833,-80.1562623
NORTH MYRTLE BEACH,South Carolina,1970,0,True,33.8227814,-78.6838355
NORTH PENSACOLA,Florida,1948,1,True,30.6085265,-87.339976
NORTH VERSAILLES,Pennsylvania,1959,0,True,40.3844906,-79.8232313
NORTHMOOR,Missouri,1927,1,True,39.184502,-94.605449
NORTHWOOD,New Hampshire,1963,0,True,43.2220412,-71.2481863
NORTON,Vermont,1932,0,True,45.0031529,-71.799178
NORVELT,Pennsylvania,1937,0,True,40.2078649,-79.4971789
NORWOOD,Pennsylvania,1941,0,True,39.8894306,-75.2985745
NUROAD,Missouri,1924,1,True,38.7544952,-90.3312256
NUTALL RISE,Florida,1939,4,True,30.1504853,-83.9640505
OAK HALL,Pennsylvania,1967,1,True,40.7939513,-77.8024998
OAK RIDGE,Tennessee,1943,0,True,36.0092391,-84.2564639
OAKDALE,New York,1946,0,True,40.7386007,-73.1192308
OAKLAND PARK,Florida,1929,1,True,26.1691522,-80.1306354
OAKLEY,South Carolina,1942,1,True,33.1240593,-80.0189723
OCEAN BAY PARK,New York,1931,2,True,40.6487108,-73.1401139
OCEAN DRIVE,South Carolina,1937,1,True,33.8185058,-78.673349
OCEAN DRIVE BEACH,South Carolina,1948,1,True,33.8185058,-78.673349
OCEANWAY,Florida,1946,1,True,30.4669049,-81.6323187
OCHLOCKNEE,Georgia,1960,0,True,30.9742822,-84.055781
OCHOPEE,Florida,1932,0,True,25.9012673,-81.297337
OGA,Arkansas,1922,3,True,35.9481293,-92.2868228
OGEMAW,Arkansas,1950,1,True,33.4626192,-93.0251653
OGLETOWN,Pennsylvania,1924,1,True,40.2025775,-78.7030747
OGONTZ,Maine,1928,1,True,45.8203189,-69.7131142
OGONTZ CENTER,Pennsylvania,1951,1,True,40.1117769,-75.1090622
OKAY,Arkansas,1930,1,True,33.7676186,-93.9240763
OLD GREENWICH,Connecticut,1931,0,True,41.032512,-73.5663668
OLD JOE,Arkansas,1936,1,True,36.1745137,-92.2315441
OLD LYME,Connecticut,1928,0,True,41.3233177,-72.3335714
OLD ORCHARD BEACH,Maine,1929,0,True,43.5228334,-70.378836
OLD SAYBROOK,Connecticut,1948,1,True,41.2965497,-72.3762148
OMAGE,Arkansas,1924,2,True,35.8670206,-92.7034981
OPA LOCKA,Florida,1926,0,True,25.9009863,-80.2526373
OPA-LOCKA,Florida,1926,1,True,25.9023168,-80.2503271
ORETTA,Louisiana,1923,3,True,30.5260322,-93.4373877
ORLOVISTA,Florida,1927,1,True,28.5383357,-81.4603494
OSAGE BEACH,Missouri,1935,0,True,38.1265365,-92.6698855
OVERCUP,Arkansas,1929,3,True,35.3542514,-91.2304036
OWLS BEND,Missouri,1923,1,True,37.1844925,-91.1873525
PACHAUG,Connecticut,1922,2,True,41.5842652,-71.9406294
PACKANACK LAKE,New Jersey,1936,1,True,40.9363702,-74.2566894
PACOLETT MILLS,South Carolina,1928,0,True,34.9226291,-81.7426012
PALACE GARDENS,Rhode Island,1926,6,True,41.7423231,-71.4008886
PALM BAY,Florida,1925,0,True,28.036799,-80.6058885
PALM HARBOR,Florida,1925,0,True,28.0709347,-82.7686959
PALMERDALE,Alabama,1936,0,True,33.7391307,-86.6486052
PANAMA CITY BEACH,Florida,1939,1,True,30.1836054,-85.809736
PAPERVILLE,Pennsylvania,1938,2,True,39.9667734,-75.7996676
PARAMUS,New Jersey,1950,0,True,40.9492486,-74.0693268
PARDEESVILLE,Pennsylvania,1940,1,True,41.0017504,-75.966313
PARK HILLS,Missouri,1995,0,True,37.8507576,-90.5218437
PARKER,Pennsylvania,1950,0,True,41.091888,-79.682591
PARKWAY,Mississippi,1925,4,True,32.3162568,-90.2209223
PARRISH,Florida,1950,0,True,27.5721579,-82.4264246
PATILLO,South Carolina,1925,2,True,32.9812767,-80.7698225
PEACH GLEN,Pennsylvania,1923,0,True,40.0231476,-77.2299827
PEACH ORCHARD,Missouri,1936,1,True,36.3656188,-89.9339786
PEAY,Tennessee,1926,2,True,35.7947894,-85.2124642
PECKS POND,Pennsylvania,1939,1,True,41.2831472,-75.0921193
PELAHATCHIE,Mississippi,1950,0,True,32.3137839,-89.7969162
PELICAN LAKE,Florida,1939,1,True,26.8114495,-80.6103338
PELSOR,Arkansas,1923,0,True,35.7208493,-93.0960168
PEMBROKE PINES,Florida,1960,0,True,26.0061653,-80.3598833
PENCIL BLUFF,Arkansas,1949,0,True,34.6295049,-93.7332734
PENN,Pennsylvania,1922,0,True,40.32826,-79.6400828
PENNDEL,Pennsylvania,1948,1,True,40.1607661,-74.911772
PENNEY FARMS,Florida,1926,0,True,29.9789738,-81.810762
PENSUCO,Florida,1928,3,True,25.8950952,-80.3781082
PERDIDO,Alabama,1923,0,True,31.00694,-87.6264224
PERKY,Florida,1929,2,True,24.6487547,-81.5717528
PERU,Maine,1990,0,True,44.5211659,-70.4682455
PHILLIPSTON,Louisiana,1929,2,True,30.9685135,-91.686785
PICKENS,Arkansas,1932,0,True,33.8438012,-91.4827268
PICKWICK DAM,Tennessee,1935,0,True,35.0519233,-88.2418256
PIERCE TOWN,Arkansas,1946,1,True,35.9664657,-93.0715631
PIERRE PART,Louisiana,1967,0,True,29.9539916,-91.2123641
PINE LAKE,Georgia,1946,0,True,33.7860236,-84.2069808
PINE MOUNTAIN,Georgia,1958,0,True,32.8669635,-84.8539953
PINE MOUNTAIN VALLEY,Georgia,1938,0,True,32.7996311,-84.8218517
PINE RIDGE,Arkansas,1936,1,True,34.5830033,-93.902536
PINEHURST,Massachusetts,1929,0,True,42.5273732,-71.225509
PINEVIEW,Mississippi,1927,3,True,31.7198833,-89.0428323
PINEY WOODS,Mississippi,1926,0,True,32.0629405,-89.9941578
PIRATES COVE,Florida,1930,2,True,24.650977,-81.5150846
PISCATAWAY,New Jersey,1965,0,True,40.5376963,-74.4732574
PLEASANT GROVE,Alabama,1941,0,True,33.4912771,-86.9778622
PLEASANT GROVE,Arkansas,1930,0,True,35.8171759,-91.9100616
POCONO SUMMIT,Pennsylvania,1967,0,True,41.1089795,-75.4038098
POINT INDEPENDENCE,Massachusetts,1923,3,True,41.7417715,-70.6494769
POINT LOOKOUT,Missouri,1931,0,True,36.6175624,-93.2393482
POINT PLEASANT,New York,1922,1,True,43.221729,-77.539999
POINT PLEASANT BEACH,New Jersey,1956,0,True,40.0916819,-74.0472398
POLAND MINES,Pennsylvania,1922,1,True,39.7656336,-79.9453362
POLAND SPRING,Maine,1939,0,True,44.027851,-70.3595001
POLK CITY,Florida,1923,0,True,28.1825147,-81.8239676
POMONA,New Jersey,1929,0,True,39.4780003,-74.5732711
POMONA PARK,Florida,1945,0,True,29.4963376,-81.5935784
POMPANO BEACH,Florida,1947,0,True,26.2320528,-80.1543857
PONTE VERDA BEACH,Florida,1937,0,True,30.194845,-81.3825435
POPE,Alabama,1938,1,True,32.0629259,-87.6244472
POPPONESSET BEACH,Massachusetts,1949,2,True,41.5737216,-70.4619711
PORT CANAVERAL,Florida,1954,1,True,28.4058366,-80.6047732
PORT CHARLOTTE,Florida,1958,0,True,26.975515,-82.0883396
PORT MAYACA,Florida,1928,1,True,26.9864436,-80.6061667
